ulasan_clean,sentimen,,,,,,
woii ini ff kenapa sudah saya lagi maen cran masa pas lagi gloo wall tiba ada item yang muncul tiba untung saya lagi cran biasa tolong garena hilangin dong masa saya lagi cran pas glowal ada item yang muncul tiba tolong hilangin garena,negatif,,,,,,
seru ramai banget ya orang nya juga sultanbisa top up diamond murah seruu banget karakter nya cantikganteng pokok nya banyak teman juga yang mau di ajak mabar sama akuu aku tidak akan pensi main epep pokok nya epep seru ramah orang nya bisa chatan di epep lopyu epep lopyu by the way kalian main juga dong karena epep banyak teman yang bisa di ajak ngobrol sama kalian aku yang mau mabar bolehaja ya garena lumayan pelit wkwkkwkwkwk epep itu yang terbaik buat akuu epep jangan hilang nya soal nya kngnny bykk,positif,,,,,,
seru game nya tapi suka ngeelagg banget terus ada maps nya seperti bermuda nextera kalahari dan masih banyak hmm bagus sih terus ada booyah pas dari pertama sampai sekarang terus gratis fire ini ada esport nya dan ada liga nya liga nya sg alok terus ada macam pilihan permainan seperti battel royyal class squad baru reng dan pelayanan pelanggan reng yang paling aku suka big head terus ada evo gun evo gun aku skar terus xmbdan dan mp parapal terus banyak lagi,positif,,,,,,
game keren menarik untuk yang suka game perang dan mau main sama temannya ini rekomendasi banget wlaupun ada gangguan sedikit tapi sudah di perbaikan,positif,,,,,,
bukan nya tambah bagus bahkan jadi buruk banyak yang di reka tapi tidak guna tidak ada paedah nya kemarin main enak saja pas diperbarui hari ini bahkan jadi buruk game nya bukan nya tambah bagus,negatif,,,,,,
sumpah sudah untuk updatean kali ini kecewa berat aku dev soalnya data game nya otomatis terdownload padahal grafikku smooth loh tetapi masih otomatis ke unduh kumohon perbaikin lah dev cukup standar dan ultra saja yang otomatis unduh kalau smooth jangan lah kalau seperti begini sih pensi lah aku dev,positif,,,,,,
frfect game dan tolong berikan item langka permanen kepada player random tanpa harus top up dengan diamond agar bisa membuat game penuh dengan kejutan gratis fire sudaah berjaya pasti bisa memberikan yang terbaik i love garena player kardusman,positif,,,,,,
bagaimana nih minimal kok suara step nya jadi hilang semenjak diperbarui suara pada hilang pas match aduh makin jelek nih ayolah minimal kalau diperbarui yang benar teliti lagi,negatif,,,,,,
pemainan ini bagus sekali tapi tolong garena ya bagi senjata sg terompet pls soalnya pengen punya sg terompet ya tidak maksa kok tapi mungkin bisa saja ya,negatif,,,,,,
saya sangat suka dengan permainan ini karena tidak membuat bosan dan juga banyak event nya kita bisa mendapatkan akan baju vault dan lain lain secara gratis pokoknya game ini sangat menyenangkannya i like garena,positif,,,,,,
game nya sangatseru bisa buat hilangin kesepian ada kurang nya sih tambahin yang kayak di mobil legend cari teman sekitar,negatif,,,,,,
game favorite saya sih tapi garena tolong buat tim sama musuh yang seimbang begitu loh misal seperti rank nya sama semua dan tidak ada tim yang beban dan tolong ya perbaikan bann nya itu loh saya pernah main akan terus ternyata ada sih botak yang ngetroll dan saya laporin karena ya risih kan kalau seperti begitu jadi saya laporin dan tidak bisa bisa seperti apa coba itu saja terima kasih,negatif,,,,,,
semakin di diperbarui semakin berkurang pengguna aplikasinya dahulu geme yang di suka karena ukuran mb gb nya sekarang menjadi geme terberat seperti geme lainnya itulah keluh kisah saya memper wakili player handphone kentang dahulu bila ada kata kurang nyaman mohon maaf,positif,,,,,,
garena pas apdate perbaikan gangguan saat lompat di jendela saya terjabak didalam jendela terus ada masalah lagi pas lagi klmain jaringan tidak merah tapi lambat ram saya gb tapi ngeleg sendiri baru beli paket pun tologlng garena perbaikan donng tolong terganggu saat bermain,positif,,,,,,
di bagian gemplay gamenya sih oke saja cuman di bagian gerakannya agak di semmotin lagi biar agak halus dan juga di bagian lobi dan saat beperang banyak sekali bak atau gangguan yang sering muncul tolong developed di kembangkan lagi,negatif,,,,,,
event nya kurang seru baju di shopee kurang banyak mahal lambat mulu playernya tidak ramah pakai banget diperbarui mulu tidak ada perubahan menuh in memo terus tidak berlaku buat handphone jelek kayak saya,positif,,,,,,
mantap sih event nya gratis spin nya adil harga diamondnya murah sama yang lebih baiknya setiap saya spin selalu hoki saran untuk garena grafiknya jangan lebih bagus lagi ya walaupun jelek tapi cocok buat handphone yang kentang pokoknya grafik nya jangan dibagusin lagi cocok untuk semua perangkat kecuali nokia terima kasih garena,positif,,,,,,
ff lama semakin lama makin jelek saja karena kostumnya tidak bisa kelihatan seperti dahulu cuman yang bisa kelihatan kostum teman saja,negatif,,,,,,
tolong dong diperbarui an sekarang masa musuh nembak tidak ada petunjuk nya bagaimana itu tolong juga dong map nya di balikin seperti awal saja lebih bagus,negatif,,,,,,
sebagai pengguna xm saya merasa kecewa senjata nya di nerf habis abisan dan ada pengurangan fitur yaitu di grafik smooth sudah tidak bisa menggunakan fitur efek spesial yang kayak dahulu,positif,,,,,,
makin diperbarui makin berat gamenya memang sih dari segi visual dan grafik meningkat namun bagi pengguna handphone ram di bawah gb sangat tidak ramah padahal data tidak di unduh semua namun gamenya masih berat juga terdapat gangguan damage yang sudah lama tapi tidak di perbaikin sampai sekarang meski sinyal bagus namun damage tidak terhitung dan sering kali membuat frustasi gangguan jaringan juga terkadang masih membuat emosi padahal sinyal bagus tapi buat looting senjata ammo masih suka delay,negatif,,,,,,
game ini lumayan bagus tapi kok sekarang banyak season dan diperbarui nya kenapa akan susah bagi yang ram nya kecil harus hapus dahulu terus unduh lagi sudah mah unduh nya lama terus harus unduh data juga knpp terus juga sering nge gangguan padahal jaringan full tolong perbaikan masalah ini,negatif,,,,,,
seruu banget paling suka kalau main tuh seru karakternya banyak banget kadang aku bingung tapi tidak papa ini seru banget kalian harus coba ya,positif,,,,,,
game nya cukup baik tapi tolong bandel old atau senjata old jangan di keluar in lagi serta gangguan nya di perbaiki saya senang bermain game ini bersama teman saya berterima kasih kepada garena dan saya memberi reting lima bintang dan saya harap bisa bermain gratis fire secara offline,positif,,,,,,
untuk gamenya itu seruu terus sering dapat item gratis tapi minusnya kadang kalau masuk ke gamenya karakter nya itu ke setelan awal gituu juga sering keluar sendiri dan kadang harus login ulang begitu pls perbaikan ya biar lebih nyaman lgii untuk sekarang aku kasih bintang dahulu ya,positif,,,,,,
bukannya diperbarui makin bagus bahkan tambah lambat tolong dong garena indonesia atasin ngelagnya padahal wifi saya dan jaringan saya bagus dan aktif juga dong membalas ulasan para player gratis fire jangan aktif di sosmed saja aktif juga di playstore,netral,,,,,,
game nya bagus seru asyik cuman tolong ya terkadang suka lambat tapi karena game nya seru jadi aku kasih bintang saja ya game nya juga bisa mabar bisa menyalakan mic juga seru deh cuman tolong juga ya baju nya jangan terlalu terbuka ada jug sih yang tidak kebuka cuman jelek bosan itu saja ya maaf kalau ada kata yang kurang baik,positif,,,,,,
garena tolong dong perbaikan gangguan yang sering aku alami yaitu tombol tembaknya tiba belok pas saya mau hidup,negatif,,,,,,
gamenya bagus banget saya kasih bintang lima full bintang nya ya tapi tolonglah yang perlu di perbaiki aim pada musuh aim merah loh masa tidak mati padahal sudah headshot kepalanya tolong ini di perbaiki oke,positif,,,,,,
game nya bagus cuman pas main tuh selalu ada gangguan dan juga pas main baru sudah kill lumayan banyak tetapi tetap saja turun mulu rank nya,negatif,,,,,,
saya suka game ini sudah upted nya bagus game ini seru banyak senjata yang saya suka tapi harus di perbaikan sedikit map nya ya yey,positif,,,,,,
permainan nya seruu lagi bisa mabar bareng teman jauh pas on mic serasa lagi telpon nan sambil main tapi sedih nya yang handphone ram tidak bisa lagi main karena lagi,negatif,,,,,,
diperbarui an kali ini sangat mengecewakan dimana tidak bisa denger suara step musuh tiba tidak ada koneksi padahal jaringan sudah stabil,negatif,,,,,,
gamenya bagus tapi ada sedikit perubahan pas masuk loading nya lama kadang sinyalnya jelek gangguan damage sudah hedsot tapi tidak mati musuhnya gangguan tembus gloowal sudah begitu saja untuk diperbarui kedepannya tolong di perbaikan lebih bagus jangan ada gangguan lagi terima kasih,negatif,,,,,,
saya suka dengan permainan ini karena bisa mabar bersama teman terdekat saya dan bisa mencari teman baru selain itu juga banyak event menarik yang bagus bangetzz jadi nya aku tertarik dengan game ini awalnya aku tidak suka dengan game ini karena kayak susah begitu waktu aku lihat bestie aku main terus lama kelamaan aku jadi deh unduh game ini dan langsung di ajarin kakak ponakan saya dan bestie kuhh terima kasih ya bestie kuhh dan kakak ponakan kuhh,positif,,,,,,
sudah bagus gameplaynya bisa mabar sama teman banyak event baru yang keluar tapi tolong kasih diamond gratis biar banyak yang mau memainkan gratis fire karena banyak akunnya yang bot termasuk saya tolong sekali pihak garena gratis fire indonesia kasih diamond gartis,positif,,,,,,
dahulu masih bisa rilog ada suara sekarang tidak ada suara kalau main rank senjata nya suka ngebak tolong di perbaikan,positif,,,,,,
oi garena kok begini sih ya memang turun season tapi aku sudah diamond eh bahkan turun ke gold tolong kembali akan rank saya ya menjadi platinum ini aku benaran sudah diamond nih ye tidak ada aku bohong awas lu,negatif,,,,,,
diperbarui tross boskuhh pas sudah diperbarui disuruh unduh ulang data nya kambing lah tapi tidak apalah karena ini game jelek kesukaan saya wkwkwk,negatif,,,,,,
makin tidak jelas siapa sih yang buat makin tidak jelas kalau sudah mati semua tidak bisa keluar tidak dapat poin selagi game belum selesai habisin batrei handphone ajah,negatif,,,,,,
tolong lah garena hilang akan semua skill karakter yang tidak masuk akal itu agar lebih menarik game ini saya main game ini untuk seru an tapi kalau terlalu banyak skill aneh itu makin tidak menarik game ini,positif,,,,,,
game ini sangat lah bagus dan bisa di main akan bersama teman kalian coy ayo buruan unduh dan dapatkan item gratis lainnya salam dari kyoto wangyy salam booyahh,negatif,,,,,,
saran saya kolok mau gam ini jadi nomor satu lagi tidak perlu lagi banyak updat cukup bebasin saja akun yng terkena bened suspend dijamin player lama banyak yng kombek lagi main ff dengan begitu gem ini akan meningkat lagi player nya yng stuju sama saran saya like,negatif,,,,,,
tolong garena ya saran dari saya epepnya kalau mau diperbarui jaringannya juga di diperbarui kalau semisal tidak bisa di perbaiki jaringannya kemungkinan jadi berkurangnya gamersnya,positif,,,,,,
game agak seru tapi kalau kasih lawan itu yang benar masa pas saya main rank kalah terus kasih lah musuh yang rank sama kalau sudah dulunya disini informasinya,negatif,,,,,,
apalah baru diperbarui sudah ada kesalahan saya main game masa poin rank nya tidak ke hitung padahal saya kill ke atas dan boyah kali sedikit kecewa tapi ini mau nya garena,negatif,,,,,,
tentang gratis fire saya kasih bintang soalnya ada sedikit gangguan yaitu jaringan nya tiba leg padahal wifi sama stabil untuk dvloper nya mohon di perbaikan,positif,,,,,,
saya mendapatkan gangguan di aplikasi ff ketika saya main random ataupun pelayanan pelanggan rank saya tidak bisa melihat skin senjata sama baju musuh saya sudah dowload data tapi tetap tidak terlihat skin musuh jadi tolong garena memperbaikinya,negatif,,,,,,
bagus sekali tidak ada buug lagi dan banyak hal menarik di batelroyal game ini saya reting karena seru wajib banget di unduh,positif,,,,,,
well game nya bagus tapi kenapa pas saya lagi war selalu gangguan kadang suka keluar game ngeselin jir,negatif,,,,,,
seruu dan menyenangkan kalau gabut bisa main ff terima kasih ya ff semoga tambah di diperbarui lagi ya ff gratis orion sama tatsuya dong biar tambah seruu mainnya gratisin semua yang dulu nya mahal ya aku do a in semoga tambah diperbarui ya gratis fire,positif,,,,,,
sumpah ff berat banget handphone ram saja tidak kuat aku sudah hapus instagram whatsapp tiktok facebook tapi tetap tidak cukup padahal aku lihat memori saya masih muat gb lagi tapi tidak cukup juga ff memang berat banget tolong ya garena di perbaikan lagi soalnya pemain ff masih banyak yang pakai android,positif,,,,,,
saya sudah main ini dari lama tolong hapus semua citer di geme ini ya saya juga ingin harga karakter di geme ini di murahin oh iya saya sudah main geme ini dari tahun tolong untuk jangan turun sisen saya pengen jangan cepat turun sisen di baru dan pelayanan pelanggan terima kasih semua bye,positif,,,,,,
sudah capek klin nya master eh tiba turun drastis jadi klin hero bintang padahal aku selalu dapat nilai terus di rank peraturan yang bikin turun drastis tolong dong di hilangkan kalau ada kesalahan mending lewat honor skor atau kasih pemberitahuan ini tidak ada pemberitahuan apa tiba klin aku jadi hero bintang,negatif,,,,,,
gem ini bagus tapi masih sering ada gangguan misalnya gangguan jaringan kita main di battle royal terus jaringan merah nah pas musuh sudah kasih mati kita jaringannya langsung putih lagi tidak ada kendala tolong ya garena di perbaikan lagi sama grafiknya tidak usah terlalu bagus karena kalau terlalu bagus handphone dengan ram yang rendah akan susah bermain karena patah walaupun sudah pakai mode smooth sekian itu saja yang bisa saya sampaikan sekian terima kasih,negatif,,,,,,
main ff enak tapi sayang yang ram handphone yang di bawah giga tidak bisa lagi bermain tolong turun akan lagi penyimpan nya,negatif,,,,,,
saya sudah lama main game ini sudah hampir tahun game ini menemani saya sih saat kesepian menurut saya game ini enak di mainin tapi ada satu kendala karena keseringan diperbarui handphone saya jadi patah ram nya pun sudah penuh mau ngupdate jadi saya bimbang antara mau hapus ini game apa saya beli handphone baru saja tapi kalau saya mau beli handphone baru hepeng nya pun belum ada hahh,negatif,,,,,,
saran saya sih minimal mending yang ketiban airdropnya seperti dulu saja tidak sih yang langsung mati supaya apa supaya melatih adrenalin kita dan juga ya supaya lebih masuk akal saja tidak sih,negatif,,,,,,
