ulasan_clean,sentimen
permainan ini sangat bagus aku menyukainya tapi gamenya ngelek tapi permainan ini sangat seru bagiku aku suka permainan ini karena banyak pilihan karakter yang kita inginkan,-1
game ini sekarang koneksi nya jelek sekali banyak youtuber berhenti konten game ini karena banyak perubahan yang membosankan tolong diperbarui lagi ke versi an,-1
untuk kredit pelayanan pelanggan kami bukan sengaja keluar ini karena jaringan yang lelet masak kredit langsung di kurangi banyak tidak bisa lagi main pelayanan pelanggan kecuali tadi kami keluar dengan sengaja,1
kenapa kalau saya mein pas mau naik rang pasti saja lawan nya susah di mode pelayanan pelanggan rangked tolong di mudahin jadi frustasi karena kalah mulu tapi game nya bagus grafik nya skinya bagus,-1
gameplay nya sudah bagus dari segi tampilan dan visual semua nya oke sih tapi ada satu permasalahan yaitu dari segi unduh saya sebagai pengguna wifi kadang suka banget yang namanya itu unduh otomatis pas lagi main ff pas lagi login eh tiba unduh data itu membuat memori saya hampir penuh saran saya sih pihak developer membuat fitur menonaktifkan unduh otomatis di unduh data tersebut sekian terima kasih mohon dilihat,-1
tolong kalau diperbarui langsung lihat dari kenyamanan player yang saya mau komplain disini ialah senjata baru fgl itu terlalu op bagi player yang menggunakan nya untuk menghancurkan glowal terlebih lagi kalau musuh di belakang glowal itu pasti kena damage yang sakit dan sangat merugikan,-1
perlebar daerah untuk menggeser mengarahkan analog jika daerah analog terlalu lebar maka gampang untuk menggagalkan aim,-1
masih banyak bug yang harus di perbaiki terutama jaringan saya menggunakan wifi dan wifi sangat stabil tapi tidak bisa log in isu jaringan atau masalah jaringan tolong di perbaiki game burik,1
ini bagaimana ya makin kesini ff banyak bug nya tolong minimal di benerin setiap kali saya main clash squad ranked sering terjadi bug yang tidak logis seperti character ngecrash padahal jaringan lagi stabil langit tiba berwarna orange itu saja minimal tolong di perbaikan secepatnya,1
alasan player banyak pindah game sebelah karena tim garena sudah tidak mementingkan lagi kebahagiaan player saat bermain sehingga sampai sekarang masih ada bug jaringan dan handphone lambat padahal memori masih banyak yang kosong tolong di perbaiki garena jangan karena banyak player yang baru kesenangan player lama tidak di hiraukan,1
game nya burik jelek banget masak aku dapat top global mag tapi jarang banget dapat moco shop sama laura shop yang ada mag nya tuh ya jugaan masak team musuh dikasih team yang sangar nickny sedangkan team aku dikasih nicknameny plat nomor guys capek oi tadi aku sehari sudah main kurang lebih × maybe masak ya aku hitung cuma dapat × toko yang ada senjata mag nya terus guys malam ini aku main lagi × masak main × kalah mulu guys gara musuhnya jago team aku juga bot,-1
halo saya salah satu pemain ff bahwasannya saya main ff ini cukup lama saya mau memberikan ulasan bahwa kenapa saat ff diperbarui jaringan selalu ngelek selalu jadi buat ff tolong dipertimbangkan saat update kita ini pemain kecil yang pengen main ff dengan tenang untuk ff tahun ini saya kasih bintang,1
keluhan saya ketika bermain game ini bukan dari bug atau yang lain tetapi dari apdate nya yang makin lama makin menjadi jadi saya jujur saja karan saya player old yang tidak suka karena abdate nya yang membuat gratis fire menjadi makin jelak atau burik,1
argg suka sih tapi kadang gampang banget ngelagg terus tiba karakter nya ganti kelly semua pokoknya keanehan nya banyak deh tidak tahu aku ngilangin nya bagaimana bagi developer bisa di perbaiki ya game nya,1
bagaimana ini minimal tidak bisa login ke fb ngestak terus tidak bisa masuk sudah brapa kali di coba tetap sama tidak bisa login ke akun fb tolong perbaikan minimal,-1
hay garena gratis fire saya ada sedikit keluhan kenapa ya setiap diperbarui mb nya naik tapi game nya bahkan makin jelek dan banyak bug biasanya pas dahulu bagus dan bug nya juga masuk akal begitu dan sekarang kenpa bug nya aneh banget lagi perang tiba tidak bisa baju mah maju mundur maju mundur dan sinyal bagus misalnya saya main mobile legend sinyal jya bagus hijau kenapa di game ini suka merah kuning tapi itu pas ada musuh kalau kitanya sudah mati baru bagus sinyalnya kenapa ya tolong di perbaiki,-1
game ini sudah cukup bagus tetapi tolong perbaikan gamenya soalnya banyak bug yang sama ketemu seperti nyangkut di dinding itu saja keluhan dari saya maaf sebelum nya saya cuman bisa kasih bintang karena masih ada bug yang belum di perbaiki,1
game tidak jelas dari dahulu pasti kendala di jaringan kalau face to face sama musuh apalagi kalau ramai musuhnya,-1
game nya bagus dan grafik lumayan aku reting ini ? paling yang tidak aku suka yaitu ngeleg dan ngecrash tiba jadi gapap tapi bagus kok game nya silakan unduh ff,-1
game nya sudah mulai oke dari event nya menarik semua tapi kenapa di training sekarang di waktu ya saya tahu karena untuk mencegah anak kecil agar tidak kelamaan di training akan tapi minimal waktunya jangan terlalu sedikit di banyak in minimal menit kalau tidak menit edit nah iya saya baru inget lagi ada masalah kalau nge unduh itu suka berhenti tiba maupun unduh data atau unduh lain nya tolong di fix ya garenaa,-1
tolong garena jangan bikin event yang tidak jelas atau bundle old yang dikeluarkan lagi tolong kalau bisa gratis fire kembali seperti dahulu tolong yang biasa nya glowall delai di benarkan,1
kebanyakan diperbarui bukan tambah bagus bahkan tambah hancur dan juga setelah diperbarui respons glowal lambat,1
secara keseluruhan bagus lah tapi tolong untuk diperbarui kedepannya tambahin fitur fps biar gameplaynya makin smooth lancar ini tahun menuju semua pasti hpnya sudah pada support fps ayolahh tambahin kekk biar makin lancar mungkin itu dahulu terima kasih aku tunggu di diperbarui kedepan,1
halo garena aku punya keluhan saat naik pagunungan saat meletakkan gloo wol gloo wol nya ngebuk masuk kadalam jadi tolong di perbaikan bug nya,1
tolong jaringan nya di perbaikan karene pas main pas musuh nyerang jaringan nya kok tapi kalau mati kok normal,1
tadi aku main dirank musuh sudah kenak di kepala tidak mati dan juga banyak sekali bug damage ini tolong di perbaikan ya,-1
karena seru dan bikin senang kalau benang aku suka banget sama permainan ini bisa mabar bisa cari teman jadi nya aku punya banyak teman terus bisa gomong bisa main bareng pokok nya aku suka deh,1
game apa ini masa match making nya ketemu anak kecil beban katrok seharusnya disetarakan saya saja sudah heroic sering ketemu random rank dibawah mana masih anak kecil,-1
jujur saya sangat kecewa dengan diperbarui sekarang banyak sekali patah padahal ram saya besar dan snap dragon saya lumayan tapi masih patah di banding akan dengan versi dahulu saya iseng unduh lagi karena saya pemain lama tapi setelah saya coba sekarang benar mengecewakan mungkin mlb lebih seru di banding ff sekarang,-1
aku kecewa sama garena padahal main nomor cheat nomor rege tapi bisa nya di beli sedangkan yang pakai cheat benaran tidak ada di beli langsung,-1
saya bermain gratis fire dari dahulu saya ingin memberitahu kepada pihak garena terhadap akun saya maupun akun yang lain nya setelah diperbarui kenapa banyak akun yang tidak bisa bermain rank atau bergabung kedalam tim squad kepada pihak garena untuk melihat dan memperbaiki aplikasi gratis fire agar pemain bisa menikmati games tanpa ada masalah mohon untuk di cek diperbarui nya seperti nya ada sesuatu yang terjadi,1
game nya bagus tapi ada sedikit masalah yaitu masalah jaringan di handphone saya tidak ada yang memakai wifi tapi sering terjadi masalah jaringan jadi tolong perbaikan masalah tersebut,1
gemnya bagus tapi aku kalau mau main baru rank atau batle royal waktunya lama ada menit sampai hampir jam tolong gem ini diper baiki untuk tidak ada investigasi diaku ada peraturan investigasi tolong dihilangkan ya garena kalau tidak dihilangkan aku pindah gem mobil legend,-1
dahulu saya main game bagus sekarang pektori makin tidak bagus ada glloo nya padahal dahulu bagus sekarang arsenal bisa dibuka tanpa kunci cuma hancurin glo nya juga aidrob juga untuk bisa lot nya saja harus hancurin glo ff burik bit,-1
jadi begini daripada ini game diperbarui mulu mending benerin bug dahulu sudah sono habis diperbarui bukannya makin berkurang itu bug bahkan makin banyak setiap diperbarui selalu saja ada bug baru apakah sesulit itu mencegah agar bug baru tidak muncul apakah kamu tidak tahu caranya agar setiap diperbarui tidak ada bug baru yang muncul hal ini terus menerus terulang setiap diperbarui aku sudah muak memainkan game ini tapi selama bertahun upaya pencegahan terhadap munculnya bug baru tidak pernah berkembang,-1
bagu sekali aku kasih bintang lima karena grafik nya bagus tapi tolong untuk garena agartidak di ngelekin padahal sinyal nya bagus tapi ngelek sih,-1
gemesnya bagus tapi ada satu kesalahan pas main ketemu musuh kok tiba lambat padahal pas tidak ada musuh sinyalnya bagus tolong di perbaiki,-1
game nya seru banget tetapi saya sedikit kecewa kadang kalau main baru suka ngelek sendiri padahal sinyal nya dan kadang suka tidak bisa bergerak mohon di perbaikilah game ini dan saya harap setelah saya diperbarui tidak bakalan ngebag lagi,1
suka ngeband secara tidak langsung aneh tidak bisa main briket akun terindikasi akun melakukan program ilegal akan aneh padahal kita aim putih orang yang nge cheat kita yang kena akan aneh,-1
tolong dong fre fire nya bisa offline jadi kita nelayan saat tidak dapat jaringan masih bisa main fre fire nya secara offline seperti mobile legend akan bisa offline sekarang,1
semakin ubdate semakin burikk aku lebih suka ff yang dahulu di banding sekarang main ff tidak seseru dahulu dibanding akan sekarang banya elite pelayanan pelanggan nya yang sering ajak by one pepenk aku lebih suka ff dahulu karena orang asyik tidak kayak sekarang masuk global bot dikit langsung tidak boleh ikut main mending main ml yang tidak resikonya,1
ini bagaimana sudah konsepnya elite pelayanan pelanggan ada granad setiap masang glowal dapat granat ini mau tembak akan apa sepam granad capek lah updatenya makin kesini bahkan makin kesono,1
percumah banyak keluahan gem ini hanya utuk rakun binis saja tidak bakalan juga sama garena bakalan di perbaikan makin lama makin tidak jelas masalahnya ke untunganya ha dapat dari makan data saja sama top af saja yo buka sekailian selot di dalam nya biar sru haha,-1
sangat baik tapi ada masalah dengan ff nya kenapa senjata musih yang sudah di unduh tidak kelihatan padahal sudah menggunakan akan tambilan standar jady aku kasih bintang saja,-1
garena gratis fire tolong ya di perbaikan lagi game gratis fire ya karena saat ada musuh jaringan ya ngelek tapi kalau tidak ada musuh jaringan ya stabil padahal jaringan saya bagus tapi jika ada musuh jaringan saya ngelek jadi tolong garena game gratis feri tolong di perbaikan lagi geme nya mungkin sampai sini saja sekian terima kasih,1
saya dari player menyanpaikan kekecewaan atas update yang menghapus peak old dan map lainya dan saya ingin menyampaikan sesuatu bahwa saya kecewa dengan bapak garena kerene meng hapus peak old dan baldel yang old dikeluarin terus gamenya memang seru tapi kenangan bersama bandel yang didapat dengan susah payah tapi dikeluarkan lagi terima kasih atas kenangan yang lalu sekarang sudah beda jaman,-1
garena kali ini saya lagi baik jadi jaringan kenapa gelowel nya terlambat tolong di perbaikan pantas saja pelayer old pensi karena kebanyakan akan bak dari musuh nembak pakai senjata shotgun musuh kenapa bisa nembus gelowel sekali lagi saya minta tolong di perbaikan,1
mantap walaupun daring tapi nyedot kuotanya sedikitgrafikny tingkat akan biar nanti susah ngajelasin nya itu saja dari saya,-1
tolong berbaikin jaringan ff nya garena kenapa jaringan nya hilang muncul terus jadi emosi kloh jaringan gem nya ke begini merah terus jaringan nya,1
minimal garena tolong masa saya mau main kepental mulu ke lobi padahal sebelum nya tidak begitu loh mohan di perbaikan ya minimal selebih nya sudah bagus,-1
garena tolong ya kembalikan ff old karena makin diperbarui makin burik ditambah banyak skil baru yang tidak guna tolong ya pihak garena untuk mengembalikan ff old,1
game biasa j ng dan katanya diperbarui garena kok bahkan makin buruk game nya yang saya kesel itu gllo pas knockin musuh sama kalau kita nembak badan musuh kayak ada skill antonio tlong dibnerin soalnya saya tidak suka main game yang ada gllo gjls,-1
permainan ini bagus tapi tolong ilangin bug nya kalau lagi main pelayanan pelanggan aku sering mati sendiri padahal aku tidak ngapa buat apa tolong hapus ya,-1
hello gratis fire mengapa ff seperti ini saat saya sudah leleh memain akan nya dan saya membuka aplikasi yang laik lalu sama bermain lagi saya di suruh unduh biar bisa main lagi saya tahu itu bukan di suruh diperbarui tapi gratis fire sangat jelek,-1
garena tolonc kasih saya musuh ya bot di pelayanan pelanggan biar saya bisa dapat pedang masa teman saya musuhnya bot kok saya gg sih tolong ya garena kasih saya musuh yang bot tolong,-1
karena tolong perbaikan bung dameg saya kadang sama nembak sudah kenak kepala tapi tidak mati saya tembak sekali lagi kenak dameg baru dia kenok tolong garena berbaiki bung dameg itu pesan dari saya terima kasii,1
gamenya bagus tapi player di sini selalu sombong bilang blood strike arena breakout burik gara ini aku capek main game ini dan ada bug yang bikin aku mati sama team saya dan kenapa event nya di ulang garena,-1
